CID,BDATE,GEN
AW00026007,04-04-70,Male
AW00026008,06-19-70,Female
AW00026009,03-12-65,Male
AW00026010,06-21-65,Female
AW00026011,03-07-70,Female
AW00026012,08-12-69,Male
AW00026013,04-17-69,Female
AW00026014,12-19-63,Female
AW00026015,10-20-63,Male
AW00026016,11-06-63,Male
AW00026017,11-04-63,Male
AW00026018,01-15-64,Male
AW00026019,05-01-80,Male
AW00026020,04-16-80,Male
AW00026021,01-25-75,Female
AW00026022,03-31-80,Female
AW00026023,05-09-74,Female
AW00026024,10-17-81,Female
AW00026025,08-15-75,Female
AW00026026,11-10-72,Female
AW00026027,06-23-75,Female
AW00026028,10-10-80,Female
AW00026029,07-15-77,Male
AW00026030,04-21-71,Female
AW00026031,05-23-76,Female
AW00026032,08-01-76,Female
AW00026033,07-09-76,Male
AW00026034,06-24-75,Female
AW00026035,11-21-80,Male
AW00026036,04-19-70,Female
AW00026037,12-15-78,Male
AW00026038,12-20-84,Female
AW00026039,01-10-68,Male
AW00026040,11-21-62,Female
AW00026041,01-02-63,Female
AW00026042,04-05-63,Male
AW00026043,08-05-67,Female
AW00026044,10-12-72,Male
AW00026045,12-08-72,Male
AW00026046,05-15-67,Female
AW00026047,10-05-61,Female
AW00026048,06-30-61,Male
AW00026049,12-01-72,Male
AW00026050,03-14-62,Male
AW00026051,06-23-38,Male
AW00026052,10-22-70,Female
AW00026053,03-18-76,Male
AW00026054,01-10-76,Male
AW00026055,08-16-76,Male
AW00026056,06-14-71,Female
AW00026057,08-17-70,Male
AW00026058,05-21-82,Female
AW00026059,04-20-71,Male
AW00026060,11-08-76,Male
AW00026061,10-16-70,Male
AW00026062,03-11-70,Male
AW00026063,01-10-70,Male
AW00026064,12-18-69,Male
AW00026065,02-16-75,Female
AW00026066,01-24-62,Female
AW00026067,07-22-61,Female
AW00026068,12-13-67,Male
AW00026069,03-15-73,Female
AW00026070,12-31-61,Male
AW00026071,01-04-61,Female
AW00026072,01-01-61,Female
AW00026073,10-09-39,Female
AW00026074,04-14-69,Male
AW00026075,04-23-74,Female
AW00026076,05-12-68,Female
AW00026077,05-22-68,Male
AW00026078,05-07-73,Male
AW00026079,03-09-79,Male
AW00026080,05-22-68,Female
AW00026081,02-20-68,Male
AW00026082,07-01-73,Male
AW00026083,08-05-67,Female
AW00026084,10-24-67,Male
AW00026085,01-23-67,Male
AW00026086,01-17-67,Male
AW00026087,07-23-72,Female
AW00026088,03-12-78,Male
AW00026089,02-08-67,Male
AW00026090,10-19-72,Male
AW00026091,02-18-67,Female
AW00026092,10-31-60,Male
AW00026093,08-06-66,Female
AW00026094,06-07-66,Female
AW00026095,01-08-72,Female
AW00026096,07-24-60,Male
AW00026097,12-08-40,Male
AW00026098,03-08-41,Male
AW00026099,07-08-41,Female
AW00026100,09-30-41,Female
AW00026101,07-12-41,Male
AW00026102,12-20-65,Female
AW00026103,09-23-65,Male
AW00026104,02-10-71,Male
AW00026105,05-06-77,Female
AW00026106,09-09-65,Male
AW00026107,10-10-65,Female
AW00026108,05-02-71,Male
AW00026109,08-30-65,Male
AW00026110,05-04-60,Male
AW00026111,01-07-60,Female
AW00026112,02-07-59,Male
AW00026113,09-10-58,Female
AW00026114,02-14-64,Male
AW00026115,04-23-59,Female
AW00026116,01-02-59,Female
AW00026117,04-07-58,Male
AW00026118,02-22-58,Female
AW00026119,11-14-62,Female
AW00026120,10-18-56,Male
AW00026121,01-13-57,Female
AW00026122,10-01-67,Female
AW00026123,05-06-57,Female
AW00026124,09-05-66,Female
AW00026125,05-13-56,Female
AW00026126,10-22-60,Female
AW00026127,09-30-54,Male
AW00026128,05-23-60,Male
AW00026129,10-02-69,Female
AW00026130,11-10-75,Male
AW00026131,04-24-69,Male
AW00026132,06-12-69,Female
AW00026133,01-07-69,Male
AW00026134,10-29-83,Female
AW00026135,08-20-72,Female
AW00026136,12-24-72,Female
AW00026137,10-05-72,Male
AW00026138,09-06-67,Female
AW00026139,07-17-72,Male
AW00026140,06-26-72,Female
AW00026141,03-23-83,Male
AW00026142,06-25-66,Male
AW00026143,02-05-65,Female
AW00026144,08-08-38,Female
AW00026145,04-12-71,Male
AW00026146,09-08-70,Female
AW00026147,08-01-70,Male
AW00026148,09-24-70,Male
AW00026149,09-11-69,Female
AW00026150,10-24-75,Female
AW00026151,08-04-64,Male
AW00026152,08-09-74,Female
AW00026153,11-07-67,Female
AW00026154,04-26-68,Male
AW00026155,09-18-73,Male
AW00026156,10-04-67,Female
AW00026157,08-11-66,Male
AW00026158,02-12-63,Female
AW00026159,01-07-63,Female
AW00026160,02-23-63,Male
AW00026161,10-16-71,Male
AW00026162,02-07-66,Female
AW00026163,11-15-65,Female
AW00026164,12-09-71,Female
AW00026165,08-26-62,Female
AW00026166,09-04-61,Male
AW00026167,05-17-64,Female
AW00026168,02-23-82,Male
AW00026169,08-30-81,Female
AW00026170,11-01-81,Male
AW00026171,03-02-81,Male
AW00026172,02-14-81,Female
AW00026173,04-01-82,Female
AW00026174,12-24-85,Male
AW00026175,02-14-86,Male
AW00026176,02-13-86,Male
AW00026177,04-06-86,Female
AW00026178,10-30-85,Female
AW00026179,12-08-51,Female
AW00026180,08-02-83,Male
AW00026181,08-16-83,Male
AW00026182,10-08-43,Female
AW00026183,08-04-82,Male
AW00026184,08-30-82,Male
AW00026185,07-21-82,Female
AW00026186,10-22-50,Female
AW00026187,11-19-45,Male
AW00026188,04-07-46,Male
AW00026189,09-30-45,Male
AW00026190,02-12-47,Male
AW00026191,09-07-48,Male
AW00026192,01-08-49,Male
AW00026193,07-31-81,Male
AW00026194,06-10-82,Male
AW00026195,09-16-81,Female
AW00026196,11-17-80,Male
AW00026197,08-30-80,Male
AW00026198,10-19-79,Female
AW00026199,04-04-80,Male
AW00026200,01-29-78,Male
AW00026201,10-19-79,Male
AW00026202,02-11-74,Female
AW00026203,03-18-73,Female
AW00026204,09-01-76,Female
AW00026205,06-13-64,Male
AW00026206,01-02-64,Male
AW00026207,12-11-63,Male
AW00026208,02-16-64,Female
AW00026209,01-24-86,Female
AW00026210,03-08-86,Male
AW00026211,02-14-86,Female
AW00026212,11-03-84,Female
AW00026213,10-07-83,Male
AW00026214,02-07-80,Female
AW00026215,05-01-80,Male
AW00026216,08-18-83,Female
AW00026217,11-13-83,Male
AW00026218,01-29-78,Male
AW00026219,02-24-79,Female
AW00026220,11-19-78,Male
AW00026221,05-06-78,Female
AW00026222,01-30-78,Female
AW00026223,01-18-78,Male
AW00026224,10-16-83,Male
AW00026225,08-08-83,Male
AW00026226,05-22-78,Female
AW00026227,08-03-77,Male
AW00026228,03-19-78,Female
AW00026229,10-25-76,Female
AW00026230,04-30-77,Female
AW00026231,10-29-82,Male
AW00026232,01-17-81,Male
AW00026233,08-08-75,Female
AW00026234,06-25-81,Male
AW00026235,02-03-81,Female
AW00026236,05-01-86,Female
AW00026237,09-04-79,Female
AW00026238,03-16-80,Female
AW00026239,06-04-80,Female
AW00026240,12-17-79,Female
AW00026241,09-16-79,Male
AW00026242,11-18-80,Female
AW00026243,01-01-72,Male
AW00026244,01-30-72,Male
AW00026245,03-03-72,Male
AW00026246,03-14-72,Female
AW00026247,05-20-77,Female
AW00026248,09-07-59,Male
AW00026249,03-30-60,Male
AW00026250,05-06-65,Male
AW00026251,11-08-59,Male
AW00026252,04-23-60,Female
AW00026253,01-04-61,Male
AW00026254,07-09-66,Male
AW00026255,09-09-66,Male
AW00026256,01-10-61,Male
AW00026257,07-24-60,Male
AW00026258,02-21-66,Female
AW00026259,02-21-66,Male
AW00026260,11-13-71,Male
AW00026261,11-05-61,Female
AW00026262,06-15-67,Female
AW00026263,10-18-61,Female
AW00026264,02-20-62,Male
AW00026265,04-09-62,Female
AW00026266,03-22-62,Male
AW00026267,10-22-61,Male
AW00026268,02-23-63,Male
AW00026269,01-03-63,Female
AW00026270,09-05-62,Female
AW00026271,03-19-63,Female
AW00026272,05-14-68,Female
AW00026273,09-12-73,Female
AW00026274,10-22-62,Female
AW00026275,05-27-64,Male
AW00026276,08-08-63,Female
AW00026277,05-23-64,Female
AW00026278,04-03-75,Male
AW00026279,12-03-70,Female
AW00026280,10-21-64,Male
AW00026281,11-21-64,Male
AW00026282,07-04-77,Male
AW00026283,10-16-83,Male
AW00026284,08-22-77,Male
AW00026285,02-13-78,Female
AW00026286,06-06-78,Male
AW00026287,12-29-77,Male
AW00026288,11-07-78,Female
AW00026289,02-13-84,Male
AW00026290,12-30-78,Male
AW00026291,03-05-77,Male
AW00026292,02-22-77,Female
AW00026293,01-05-77,Male
AW00026294,10-30-77,Male
AW00026295,07-21-77,Female
AW00026296,12-21-77,Female
AW00026297,12-23-83,Male
AW00026298,01-07-83,Female
AW00026299,07-24-83,Male
AW00026300,10-13-77,Female
AW00026301,07-14-77,Male
AW00026302,01-09-76,Male
AW00026303,05-12-81,Male
AW00026304,12-30-75,Female
AW00026305,12-08-80,Female
AW00026306,04-22-80,Male
AW00026307,02-22-75,Male
AW00026308,09-13-80,Female
AW00026309,07-19-80,Male
AW00026310,03-22-75,Female
AW00026311,02-17-77,Female
AW00026312,12-28-76,Female
AW00026313,10-29-82,Male
AW00026314,11-16-23,Male
AW00026315,05-11-80,Female
AW00026316,04-06-75,Female
AW00026317,11-15-74,Female
AW00026318,04-20-79,Male
AW00026319,05-17-74,Male
AW00026320,09-18-73,Female
AW00026321,11-16-79,Male
AW00026322,09-10-78,Male
AW00026323,05-06-76,Male
AW00026324,05-06-76,Female
AW00026325,10-19-81,Male
AW00026326,07-02-81,Male
AW00026327,10-31-75,Male
AW00026328,10-06-75,Male
AW00026329,05-17-78,Female
AW00026330,10-30-72,Male
AW00026331,03-03-73,Female
AW00026332,09-22-77,Male
AW00026333,10-29-71,Female
AW00026334,10-02-71,Male
AW00026335,11-06-71,Female
AW00026336,02-22-72,Male
AW00026337,05-24-77,Female
AW00026338,10-07-71,Female
AW00026339,04-07-72,Female
AW00026340,03-16-80,Female
AW00026341,09-19-74,Female
AW00026342,08-12-80,Male
AW00026343,09-11-76,Female
AW00026344,12-24-70,Female
AW00026345,01-07-71,Male
AW00026346,03-14-71,Male
AW00026347,06-01-71,Male
AW00026348,09-10-70,Male
AW00026349,04-15-76,Male
AW00026350,05-02-71,Female
AW00026351,07-24-70,Female
AW00026352,02-19-74,Female
AW00026353,01-20-74,Female
AW00026354,12-22-73,Male
AW00026355,02-04-31,Male
AW00026356,09-07-72,Male
AW00026357,06-01-73,Male
AW00026358,02-07-32,Male
AW00026359,02-17-73,Male
AW00026360,05-21-78,Male
AW00026361,08-08-71,Female
AW00026362,09-15-71,Female
AW00026363,11-29-72,Male
AW00026364,08-17-33,Female
AW00026365,02-16-77,Male
AW00026366,05-27-72,Male
AW00026367,08-18-71,Male
AW00026368,03-04-71,Male
AW00026369,03-24-71,Female
AW00026370,03-13-82,Female
AW00026371,03-01-76,Female
AW00026372,10-19-69,Female
AW00026373,12-10-77,Female
AW00026374,02-24-82,Male
AW00026375,12-12-76,Male
AW00026376,07-17-58,Male
AW00026377,12-03-58,Female
AW00026378,12-01-63,Male
AW00026379,12-07-63,Female
AW00026380,11-16-62,Male
AW00026381,08-19-68,Male
AW00026382,05-02-74,Male
AW00026383,08-15-61,Male
AW00026384,01-31-62,Male
AW00026385,12-26-61,Male
AW00026386,10-18-61,Female
AW00026387,06-21-62,Male
AW00026388,02-22-61,Male
AW00026389,02-13-66,Female
AW00026390,07-15-60,Male
AW00026391,09-22-55,Female
AW00026392,08-13-49,Female
AW00026393,08-04-55,Male
AW00026394,02-02-51,Female
AW00026395,07-20-50,Female
AW00026396,11-16-50,Male
AW00026397,02-05-51,Male
AW00026398,12-08-50,Male
AW00026399,12-23-51,Male
AW00026400,09-16-58,Female
AW00026401,05-11-60,Female
AW00026402,03-07-59,Female
AW00026403,06-21-64,Male
AW00026404,01-03-59,Female
AW00026405,04-23-63,Female
AW00026406,08-25-57,Female
AW00026407,04-14-63,Female
AW00026408,11-30-56,Female
AW00026409,01-30-57,Female
AW00026410,05-06-61,Male
AW00026411,05-05-56,Male
AW00026412,09-11-60,Female
AW00026413,03-13-55,Female
AW00026414,09-01-60,Male
AW00026415,10-15-53,Female
AW00026416,02-07-54,Female
AW00026417,06-19-54,Male
AW00026418,08-06-58,Male
AW00026419,10-21-52,Male
AW00026420,03-31-53,Male
AW00026421,10-03-80,Female
AW00026422,03-02-81,Male
AW00026423,05-04-81,Male
AW00026424,10-31-81,Female
AW00026425,05-12-82,Female
AW00026426,12-13-81,Female
AW00026427,06-27-82,Female
AW00026428,05-22-82,Male
AW00026429,04-25-82,Male
AW00026430,05-09-81,Female
AW00026431,02-13-80,Male
AW00026432,05-20-81,Female
AW00026433,01-23-81,Male
AW00026434,02-20-80,Female
AW00026435,10-02-84,Female
AW00026436,06-25-79,Female
AW00026437,12-17-78,Female
AW00026438,10-19-78,Female
AW00026439,09-02-77,Male
AW00026440,01-10-83,Male
AW00026441,09-08-76,Male
AW00026442,07-06-77,Female
AW00026443,01-22-77,Female
AW00026444,04-03-76,Female
AW00026445,03-05-76,Male
AW00026446,09-06-75,Male
AW00026447,10-17-76,Male
AW00026448,06-25-54,Female
AW00026449,03-08-59,Male
AW00026450,12-24-58,Female
AW00026451,08-09-48,Female
AW00026452,10-15-42,Male
AW00026453,09-14-42,Male
AW00026454,11-22-48,Male
AW00026455,12-14-44,Male
AW00026456,10-02-44,Male
AW00026457,02-09-45,Female
AW00026458,12-31-44,Male
AW00026459,02-16-45,Female
AW00026460,09-06-45,Female
AW00026461,05-24-46,Female
AW00026462,02-17-51,Female
AW00026463,04-02-46,Female
AW00026464,05-04-47,Female
AW00026465,06-01-52,Female
AW00026466,09-22-46,Male
AW00026467,02-19-47,Female
AW00026468,11-11-46,Female
AW00026469,05-06-47,Female
AW00026470,05-18-47,Male
AW00026471,02-09-53,Male
AW00026472,09-05-47,Male
AW00026473,10-17-47,Female
AW00026474,07-18-48,Female
AW00026475,04-02-50,Female
AW00026476,02-19-50,Male
AW00026477,04-03-58,Male
AW00026478,04-24-53,Female
AW00026479,08-08-52,Female
AW00026480,06-18-56,Female
AW00026481,04-02-51,Male
AW00026482,11-14-50,Female
AW00026483,09-16-50,Female
AW00026484,10-01-51,Male
AW00026485,12-05-51,Male
AW00026486,06-30-57,Female
AW00026487,10-16-51,Male
AW00026488,04-11-53,Female
AW00026489,10-08-52,Male
AW00026490,08-19-63,Male
AW00026491,05-18-53,Female
AW00026492,08-24-52,Male
AW00026493,03-03-53,Male
AW00026494,02-18-58,Male
AW00026495,06-15-54,Female
AW00026496,05-08-54,Female
AW00026497,01-03-54,Female
AW00026498,04-25-54,Male
AW00026499,08-17-53,Female
AW00026500,03-19-59,Male
AW00026501,08-02-53,Female
AW00026502,10-30-53,Female
AW00026503,01-31-60,Male
AW00026504,02-17-55,Female
AW00026505,08-13-60,Female
AW00026506,01-14-55,Female
AW00026507,01-30-60,Female
AW00026508,01-11-55,Male
AW00026509,09-02-54,Male
AW00026510,09-15-54,Male
AW00026511,02-04-55,Male
AW00026512,01-28-61,Female
AW00026513,08-03-55,Female
AW00026514,10-13-55,Male
AW00026515,09-12-61,Female
AW00026516,03-06-56,Female
AW00026517,08-07-55,Female
AW00026518,12-14-55,Male
AW00026519,07-02-55,Female
AW00026520,04-22-57,Female
AW00026521,11-28-56,Male
AW00026522,09-23-62,Male
AW00026523,11-12-62,Female
AW00026524,11-01-56,Male
AW00026525,04-23-63,Male
AW00026526,02-15-58,Male
AW00026527,09-06-63,Male
AW00026528,11-01-58,Male
AW00026529,04-04-75,Female
AW00026530,09-10-74,Female
AW00026531,10-06-74,Male
AW00026532,03-12-74,Female
AW00026533,01-25-74,Male
AW00026534,02-07-79,Male
AW00026535,12-23-79,Female
AW00026536,10-01-78,Female
AW00026537,10-12-72,Male
AW00026538,11-15-79,Male
AW00026539,10-23-73,Female
AW00026540,10-19-79,Female
AW00026541,11-01-84,Female
AW00026542,09-22-83,Male
AW00026543,07-20-52,Female
AW00026544,09-21-83,Female
AW00026545,07-08-83,Female
AW00026546,12-24-83,Male
AW00026547,11-06-51,Female
AW00026548,11-07-52,Male
AW00026549,08-12-59,Male
AW00026550,04-27-83,Male
AW00026551,03-20-83,Male
AW00026552,09-09-82,Female
AW00026553,11-07-82,Female
AW00026554,11-13-82,Male
AW00026555,12-11-82,Male
AW00026556,11-01-81,Male
AW00026557,01-10-82,Female
AW00026558,02-22-55,Female
AW00026559,11-13-54,Male
AW00026560,05-31-62,Female
AW00026561,05-02-62,Female
AW00026562,07-24-58,Male
AW00026563,07-24-58,Male
AW00026564,03-25-60,Male
AW00026565,11-17-59,Male
AW00026566,03-19-65,Female
AW00026567,10-03-66,Female
AW00026568,08-07-66,Female
AW00026569,02-05-61,Female
AW00026570,11-07-60,Male
AW00026571,08-15-60,Female
AW00026572,05-18-81,Female
AW00026573,11-14-80,Female
AW00026574,03-25-81,Male
AW00026575,01-04-81,Female
AW00026576,07-09-80,Female
AW00026577,08-01-80,Female
AW00026578,04-23-81,Male
AW00026579,11-19-79,Male
AW00026580,01-14-80,Female
AW00026581,05-22-79,Female
AW00026582,08-31-78,Male
AW00026583,02-10-82,Male
AW00026584,08-23-81,Male
AW00026585,01-12-62,Male
AW00026586,01-09-82,Female
AW00026587,09-05-62,Male
AW00026588,03-21-63,Male
AW00026589,01-29-74,Female
AW00026590,05-30-64,Male
AW00026591,08-01-69,Female
AW00026592,10-31-75,Female
AW00026593,09-15-71,Male
AW00026594,08-02-68,Female
AW00026595,10-03-62,Female
AW00026596,11-30-69,Male
AW00026597,07-04-69,Female
AW00026598,08-30-69,Male
AW00026599,07-13-69,Female
AW00026600,01-19-70,Female
AW00026601,06-21-75,Male
AW00026602,04-02-69,Male
AW00026603,09-30-68,Female
AW00026604,05-07-74,Female
AW00026605,08-26-68,Male
AW00026606,11-29-74,Female
AW00026607,01-07-69,Female
AW00026608,01-10-80,Male
AW00026609,10-05-78,Female
AW00026610,05-08-68,Female
AW00026611,10-17-67,Female
AW00026612,09-01-66,Female
AW00026613,12-23-66,Female
AW00026614,12-03-66,Male
AW00026615,10-04-66,Male
AW00026616,09-11-76,Male
AW00026617,04-10-66,Male
AW00026618,08-17-65,Female
AW00026619,09-23-65,Male
AW00026620,05-17-78,Female
AW00026621,11-18-72,Female
AW00026622,03-04-73,Female
AW00026623,08-10-72,Female
AW00026624,11-02-72,Female
AW00026625,12-15-78,Female
AW00026626,09-21-72,Male
AW00026627,02-03-73,Male
AW00026628,10-31-32,Male
AW00026629,08-05-65,Female
AW00026630,09-12-65,Female
AW00026631,08-29-65,Male
AW00026632,12-21-71,Female
AW00026633,05-08-66,Female
AW00026634,05-09-71,Male
AW00026635,11-10-64,Female
AW00026636,11-14-64,Male
AW00026637,09-23-64,Male
AW00026638,12-21-64,Female
AW00026639,08-14-64,Female
AW00026640,02-01-65,Male
AW00026641,02-01-65,Male
AW00026642,12-16-63,Female
AW00026643,04-11-64,Male
AW00026644,04-17-69,Female
AW00026645,02-19-64,Female
AW00026646,10-14-80,Female
AW00026647,03-24-69,Female
AW00026648,04-19-75,Female
AW00026649,04-03-75,Female
AW00026650,11-25-63,Male
AW00026651,03-14-86,Male
AW00026652,03-10-86,Male
AW00026653,03-10-86,Female
AW00026654,01-23-75,Female
AW00026655,02-22-75,Male
AW00026656,08-26-74,Female
AW00026657,03-03-80,Male
AW00026658,11-30-74,Male
AW00026659,02-19-76,Female
AW00026660,08-21-73,Male
AW00026661,10-17-73,Female
AW00026662,03-13-74,Female
AW00026663,12-21-72,Female
AW00026664,05-20-73,Female
AW00026665,04-25-73,Male
AW00026666,09-08-74,Female
AW00026667,05-19-75,Female
AW00026668,12-21-72,Female
AW00026669,10-31-72,Male
AW00026670,04-04-73,Male
AW00026671,02-24-73,Male
AW00026672,08-03-77,Female
AW00026673,11-01-71,Male
AW00026674,03-15-59,Female
AW00026675,09-21-62,Female
AW00026676,01-16-63,Female
AW00026677,05-06-62,Male
AW00026678,05-20-62,Female
AW00026679,06-30-61,Male
AW00026680,11-09-67,Female
AW00026681,10-01-61,Male
AW00026682,08-01-70,Male
AW00026683,01-31-76,Female
AW00026684,05-22-71,Male
AW00026685,12-15-81,Male
AW00026686,04-12-75,Male
AW00026687,04-09-70,Male
AW00026688,03-22-75,Female
AW00026689,11-16-69,Male
AW00026690,03-11-70,Female
AW00026691,06-05-70,Female
AW00026692,11-10-72,Female
AW00026693,10-13-67,Male
AW00026694,12-18-61,Male
AW00026695,03-14-62,Female
AW00026696,04-13-61,Female
AW00026697,01-06-85,Male
AW00026698,04-02-69,Female
AW00026699,10-06-73,Female
AW00026700,11-29-73,Female
AW00026701,03-07-73,Female
AW00026702,03-31-73,Female
AW00026703,02-17-68,Male
AW00026704,09-07-73,Male
AW00026705,02-17-73,Male
AW00026706,07-16-66,Female
AW00026707,10-20-77,Female
AW00026708,05-19-67,Female
AW00026709,01-08-61,Female
AW00026710,05-24-61,Female
AW00026711,01-21-61,Female
AW00026712,03-02-65,Female
AW00026713,09-23-59,Female
AW00026714,08-22-59,Female
AW00026715,12-11-59,Female
AW00026716,05-19-41,Female
AW00026717,02-23-46,Male
AW00026718,05-10-47,Male
AW00026719,08-24-65,Female
AW00026720,11-04-65,Male
AW00026721,03-20-66,Female
AW00026722,10-05-71,Female
AW00026723,08-29-71,Male
AW00026724,03-21-60,Female
AW00026725,11-03-59,Female
AW00026726,10-12-59,Female
AW00026727,12-14-59,Male
AW00026728,01-30-64,Male
AW00026729,07-12-58,Male
AW00026730,10-25-57,Female
AW00026731,10-08-57,Male
AW00026732,08-09-63,Male
AW00026733,09-19-62,Male
AW00026734,02-12-62,Female
AW00026735,08-13-56,Female
AW00026736,03-23-55,Female
AW00026737,03-23-55,Female
AW00026738,05-03-71,Female
AW00026739,11-09-69,Male
AW00026740,11-17-74,Male
AW00026741,02-14-73,Female
AW00026742,09-05-32,Male
AW00026743,10-12-67,Male
AW00026744,08-08-73,Male
AW00026745,05-19-68,Female
AW00026746,02-01-72,Female
AW00026747,01-02-72,Female
AW00026748,09-15-71,Female
AW00026749,03-03-72,Male
AW00026750,08-08-65,Male
AW00026751,07-22-71,Female
AW00026752,09-15-71,Male
AW00026753,07-20-71,Female
AW00026754,04-01-66,Female
AW00026755,12-01-70,Male
AW00026756,02-24-71,Female
AW00026757,09-10-64,Male
AW00026758,08-29-64,Male
AW00026759,08-27-68,Female
AW00026760,04-12-80,Female
AW00026761,01-01-68,Female
AW00026762,10-08-67,Female
AW00026763,08-13-66,Male
AW00026764,08-09-66,Male
AW00026765,08-31-66,Female
AW00026766,09-07-72,Female
AW00026767,10-18-79,Female
AW00026768,06-11-63,Female
AW00026769,11-17-41,Female
AW00026770,11-19-65,Female
AW00026771,11-30-65,Male
AW00026772,08-19-65,Female
AW00026773,03-14-71,Female
AW00026774,09-06-79,Female
AW00026775,04-21-82,Female
AW00026776,03-25-82,Female
AW00026777,02-13-86,Male
AW00026778,12-07-80,Female
AW00026779,12-10-85,Female
AW00026780,08-02-85,Female
AW00026781,06-02-85,Female
AW00026782,03-25-86,Male
AW00026783,10-17-85,Male
AW00026784,04-05-52,Male
AW00026785,03-14-43,Male
AW00026786,10-29-83,Male
AW00026787,03-03-84,Male
AW00026788,11-08-83,Female
AW00026789,05-09-84,Male
AW00026790,08-21-82,Female
AW00026791,05-04-83,Male
AW00026792,12-04-82,Male
AW00026793,09-15-82,Male
AW00026794,05-25-85,Female
AW00026795,01-10-46,Male
AW00026796,09-19-46,Male
AW00026797,04-18-54,Male
AW00026798,07-10-81,Male
AW00026799,03-19-82,Male
AW00026800,04-06-82,Female
AW00026801,01-16-82,Male
AW00026802,05-12-81,Male
AW00026803,08-07-79,Male
AW00026804,05-11-80,Female
AW00026805,04-08-79,Female
AW00026806,09-16-76,Male
AW00026807,09-08-76,Male
